"","playerShort","player","club","leagueCountry","birthday","height","weight","position","games","victories","ties","defeats","goals","yellowCards","yellowReds","redCards","photoID","rater1","rater2","refNum","refCountry","Alpha_3","meanIAT","nIAT","seIAT","meanExp","nExp","seExp","avrate","age","cards"
"1417","steven-cherundolo","Steven Cherundolo","Hannover 96","Germany",1979-02-19,172,69,"Back",1,1,0,0,0,0,0,0,"835.jpg",0,0.25,359,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,33.89041,"0"
"1418","steven-gerrard","Steven Gerrard","Liverpool FC","England",1980-05-30,188,83,"Middle",7,2,2,3,2,1,0,0,"2763.jpg",0,0,761,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,32.6137,"1"
"1419","aristide-bance","Aristide Bancé","FC Augsburg","Germany",1984-09-19,190,96,"Front",3,1,1,1,0,0,0,0,"17310.jpg",0.75,1,681,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.875,28.30411,"0"
"1420","mickael-landreau","Mickaël Landreau","Lille OSC","France",1979-05-14,184,80,"Goalkeeper",27,12,9,6,0,0,0,0,"7730.jpg",0,0.25,402,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.125,33.66027,"0"
"1421","sascha-riether","Sascha Riether","Fulham FC","England",1983-03-23,174,70,"Middle",1,1,0,0,0,0,0,0,"2253.jpg",0.25,0.25,198,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,29.8,"0"
"1422","xherdan-shaqiri","Xherdan Shaqiri","Bayern München","Germany",1991-10-10,169,72,"Middle",1,1,0,0,0,0,0,0,"132744.jpg",0.25,0.25,468,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,21.24384,"0"
"1423","jan-polak","Jan Polák","VfL Wolfsburg","Germany",1981-03-14,181,77,"Middle",3,0,1,2,0,0,0,0,"24500.jpg",0,0,494,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,31.82466,"0"
"1424","oliver-baumann","Oliver Baumann","SC Freiburg","Germany",1990-06-02,187,80,"Goalkeeper",1,1,0,0,0,0,0,0,"122005.jpg",0.25,0.25,2780,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,22.6,"0"
"1425","mohammed-abdellaoue","Mohammed Abdellaoue","Hannover 96","Germany",1985-10-23,182,82,"Front",2,0,1,1,0,0,0,0,"108455.jpg",0.25,0.25,2536,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,27.21096,"0"
"1426","andres-tunez","Andrés Túñez","Celta Vigo","Spain",1987-03-15,187,83,"Back",1,0,1,0,0,0,0,0,"159745.jpg",0.25,0.25,2100,"108","KOR",0.346294,1924,0.0002170032,0.3732252,1972,0.0009257837,0.25,25.81918,"0"
"1427","amaya_3"," Amaya","Real Betis","Spain",1983-05-31,192,86,"Back",3,1,1,1,0,2,0,0,"125839.jpg",0.25,0.5,1527,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,29.61096,"1"
"1428","john-arne-riise","John Arne Riise","Fulham FC","England",1980-09-24,185,77,"Back",5,3,0,2,1,0,0,0,"2764.jpg",0,0,1696,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,32.29315,"0"
"1429","nedum-onuoha","Nedum Onuoha","Queens Park Rangers","England",1986-11-12,183,78,"Back",3,0,1,2,0,0,0,0,"26898.jpg",1,0.75,1462,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.875,26.15616,"0"
"1430","cuellar"," Cuéllar","Sunderland AFC","England",1981-08-23,190,84,"Back",3,1,2,0,0,2,0,0,"14063.jpg",0.25,0.25,442,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,31.38082,"1"
"1431","sam-johnstone","Sam Johnstone","Manchester United","England",1993-03-25,191,85,"Goalkeeper",1,1,0,0,0,0,0,0,"194690.jpg",0,0,525,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,19.7863,"0"
"1432","papiss-demba-cisse","Papiss Demba Cissé","Newcastle United","England",1985-06-03,183,73,"Front",1,0,1,0,0,0,0,0,"36823.jpg",1,1,2944,"71","NOR",0.3406061,4949,8.253819e-05,0.6928243,5212,0.0003910534,1,27.6,"0"
"1433","robbie-kruse","Robbie Kruse","Fortuna Düsseldorf","Germany",1988-10-05,179,70,"Middle",1,1,0,0,0,0,0,0,"67188.jpg",0,0,763,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.25753,"0"
"1434","rafael-van-der-vaart","Rafael van der Vaart","Hamburger SV","Germany",1983-02-11,176,74,"Middle",1,0,0,1,0,0,0,0,"5052.jpg",0,0.25,1114,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,29.90959,"0"
"1435","vasilis-pliatsikas","Vasilis Pliatsikas","FC Schalke 04","Germany",1988-04-14,174,73,"Middle",1,0,0,1,0,0,0,0,"39411.jpg",0,0.25,2921,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,24.73425,"0"
"1436","calatayud"," Calatayud","RCD Mallorca","Spain",1979-12-21,191,88,"Goalkeeper",2,0,1,1,0,0,0,0,"12408.jpg",0,0,34,"21","HUN",0.3761272,574,0.0007143186,0.4983498,606,0.002968249,0,33.05479,"0"
"1437","marchena"," Marchena","Deportivo La Coruña","Spain",1979-07-31,183,78,"Back",2,0,2,0,0,0,0,0,"2512.jpg",0.25,0.5,2792,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.375,33.44658,"0"
"1438","john-ruddy","John Ruddy","Norwich City","England",1986-10-24,193,97,"Goalkeeper",1,0,0,1,0,0,0,0,"37123.jpg",0,0,2399,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,26.20822,"0"
"1439","verdu"," Verdú","Espanyol Barcelona","Spain",1983-05-05,176,72,"Middle",19,12,1,6,3,3,0,0,"27777.jpg",0.25,0.25,449,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,29.68219,"1"
"1440","juan-bernat"," Juan Bernat","Valencia CF","Spain",1993-03-01,172,67,"Back",1,1,0,0,0,0,0,0,"196427.jpg",0.25,0.25,1893,"69","CYP",0.3654766,285,0.001445908,0.7687075,294,0.006981107,0.25,19.85205,"0"
"1441","paulo-ferreira"," Paulo Ferreira","Chelsea FC","England",1979-01-18,182,76,"Back",2,1,0,1,0,0,0,0,"10098.jpg",0.5,0.5,2369,"40","SWE",0.3402055,5223,8.123332e-05,0.626401,5621,0.0003728086,0.5,33.97808,"0"
"1442","philipp-klement","Philipp Klement","1. FC Nürnberg","Germany",1992-09-09,174,69,"Middle",1,0,1,0,0,0,0,0,"169257.jpg",0,0,499,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,20.32603,"0"
"1443","darren-bent","Darren Bent","Aston Villa","England",1984-02-06,180,73,"Front",2,1,1,0,1,0,0,0,"29392.jpg",1,1,1975,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,1,28.92329,"0"
"1444","tiago_3"," Tiago","Atlético Madrid","Spain",1981-05-02,183,71,"Middle",1,1,0,0,0,0,0,0,"15650.jpg",0,0,2669,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0,31.69041,"0"
"1445","aaron-hunt","Aaron Hunt","Werder Bremen","Germany",1986-09-04,183,73,"Middle",1,0,0,1,0,0,0,0,"20136.jpg",0,0.25,848,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.125,26.34521,"0"
"1446","tim-wiese","Tim Wiese","1899 Hoffenheim","Germany",1981-12-17,193,100,"Goalkeeper",1,0,0,1,0,0,0,0,"986.jpg",0.25,0.25,1095,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,31.06301,"0"
"1447","omar-daf","Omar Daf","FC Sochaux","France",1977-02-12,177,70,"Back",1,1,0,0,0,0,0,0,"1235.jpg",0.75,0.75,2759,"57","AUT",0.3375393,1319,0.000331326,0.3941392,1365,0.001716721,0.75,35.90959,"0"
"1448","ammar-jemal","Ammar Jemal","AC Ajaccio","France",1987-04-20,186,81,"Back",1,0,0,1,0,0,0,0,"99096.jpg",0.5,0.75,585,"32","CHE",0.3453052,1886,0.0002192564,0.377193,1938,0.0008229713,0.625,25.72055,"0"
"1449","mickael-landreau","Mickaël Landreau","Lille OSC","France",1979-05-14,184,80,"Goalkeeper",1,0,1,0,0,0,0,0,"7730.jpg",0,0.25,413,"15","TUR",0.3547073,656,0.0006062854,0.1820809,692,0.002717201,0.125,33.66027,"0"
"1450","joao-pereira"," João Pereira","Valencia CF","Spain",1984-02-25,172,70,"Back",2,2,0,0,0,1,0,0,"15641.jpg",0.25,0.25,344,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0.25,28.87123,"1"
"1451","josue"," Josué","VfL Wolfsburg","Germany",1979-07-19,170,66,"Middle",1,1,0,0,0,0,0,0,"41937.jpg",0.25,0.25,3088,"31","BRA",0.368946,2411,0.0001733805,0.6371717,2475,0.0009134195,0.25,33.47945,"0"
"1452","bastian-mueller","Bastian Müller","Fortuna Düsseldorf","Germany",1991-07-31,185,75,"Middle",1,0,0,1,0,0,0,0,"169300.jpg",0,0,2193,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,21.43836,"0"
"1453","bueno"," Bueno","Real Valladolid","Spain",1988-03-20,178,64,"Front",2,1,0,1,2,0,0,0,"62136.jpg",0.25,0.25,252,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,24.80274,"0"
"1454","patrick-weihrauch","Patrick Weihrauch","Bayern München","Germany",1994-03-03,181,73,"Front",2,0,0,2,0,0,0,0,"175734.jpg",0,0,357,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,18.84658,"0"
"1455","sylvain-marveaux","Sylvain Marveaux","Newcastle United","England",1986-04-15,172,64,"Middle",2,1,1,0,0,0,0,0,"52447.jpg",0.5,0.5,2635,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,26.73425,"0"
"1456","jordan-henderson","Jordan Henderson","Liverpool FC","England",1990-06-17,182,67,"Middle",8,4,1,3,0,2,0,1,"128447.jpg",0,0.25,1903,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,22.5589,"1"
"1457","jonathan-zebina","Jonathan Zebina","Toulouse FC","France",1978-07-19,190,84,"Back",2,1,1,0,0,0,0,1,"3521.jpg",0.5,0.5,1073,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,34.47945,"1"
"1458","sylvain-armand","Sylvain Armand","Paris Saint-Germain","France",1980-08-01,182,82,"Back",10,2,3,5,0,0,0,1,"11672.jpg",0,0,2295,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,32.4411,"1"
"1459","simon-jentzsch","Simon Jentzsch","FC Augsburg","Germany",1976-05-04,196,96,"Goalkeeper",11,1,3,7,0,1,0,1,"274.jpg",0.25,0.25,1182,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,36.68767,"1"
"1460","branislav-ivanovic","Branislav Ivanović","Chelsea FC","England",1984-02-22,182,78,"Back",12,7,3,2,1,3,0,1,"21890.jpg",0,0,1903,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,28.87945,"1"
"1461","capdevila"," Capdevila","Espanyol Barcelona","Spain",1978-02-03,182,79,"Back",13,5,2,6,1,2,0,1,"2644.jpg",0.25,0.25,432,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,34.93425,"1"
"1462","marchena"," Marchena","Deportivo La Coruña","Spain",1979-07-31,183,78,"Back",10,4,3,3,1,5,0,1,"2512.jpg",0.25,0.5,139,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,33.44658,"1"
"1463","soldado"," Soldado","Valencia CF","Spain",1985-05-27,179,72,"Front",10,1,2,7,1,4,0,1,"39789.jpg",0,0,137,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,27.61918,"1"
"1464","jonathan-zebina","Jonathan Zebina","Toulouse FC","France",1978-07-19,190,84,"Back",5,2,1,2,0,0,0,1,"3521.jpg",0.5,0.5,2672,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,34.47945,"1"
"1465","de-lucas"," De Lucas","Celta Vigo","Spain",1978-08-17,175,68,"Middle",10,3,3,4,0,1,0,1,"10072.jpg",0.5,0.25,1886,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,34.4,"1"
"1466","laurent-koscielny","Laurent Koscielny","Arsenal FC","England",1985-09-10,185,75,"Back",1,0,0,1,0,0,0,1,"59488.jpg",0,0,578,"15","TUR",0.3547073,656,0.0006062854,0.1820809,692,0.002717201,0,27.32877,"1"
"1467","franck-ribery","Franck Ribéry","Bayern München","Germany",1983-04-07,170,72,"Middle",1,1,0,0,1,0,0,1,"22041.jpg",0.25,0.25,2194,"52","RUS",0.3981737,526,0.0008086626,1.212727,550,0.004520788,0.25,29.7589,"1"
"1468","kevin-grosskreutz","Kevin Großkreutz","Borussia Dortmund","Germany",1988-07-19,186,72,"Front",3,1,1,1,0,0,0,1,"59321.jpg",0,0,2885,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,24.47123,"1"
"1469","lee-cattermole","Lee Cattermole","Sunderland AFC","England",1988-03-21,178,76,"Middle",13,4,4,5,0,2,1,1,"42179.jpg",0,0.25,194,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,24.8,"1"
"1470","diego"," Diego","VfL Wolfsburg","Germany",1985-02-28,173,73,"Middle",6,4,1,1,4,0,0,1,"14629.jpg",0.25,0.25,758,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,27.86027,"1"
"1471","diego-godin","Diego Godín","Atlético Madrid","Spain",1986-02-16,185,75,"Back",11,6,2,3,0,3,0,1,"44642.jpg",0.25,0.25,137,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,26.89315,"1"
"1472","josue"," Josué","VfL Wolfsburg","Germany",1979-07-19,170,66,"Middle",11,5,2,4,0,2,0,1,"41937.jpg",0.25,0.25,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,33.47945,"1"
"1473","torsten-oehrl","Torsten Oehrl","FC Augsburg","Germany",1986-01-07,191,84,"Front",4,2,1,1,1,1,0,1,"35101.jpg",0,0,2370,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,27.00274,"1"
"1474","andreas-ottl","Andreas Ottl","FC Augsburg","Germany",1985-03-01,185,77,"Middle",5,1,3,1,0,0,0,1,"13467.jpg",0,0,681,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,27.85753,"1"
"1475","geoffrey-dernis","Geoffrey Dernis","Stade Brest","France",1980-12-24,171,66,"Middle",2,1,0,1,0,0,0,1,"11560.jpg",0.25,0.25,2245,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,32.04384,"1"
"1476","mamadou-sakho","Mamadou Sakho","Paris Saint-Germain","France",1990-02-13,187,82,"Back",9,4,2,3,0,1,0,1,"75502.jpg",1,1,2414,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,22.89863,"1"
"1477","aleksandar-kolarov","Aleksandar Kolarov","Manchester City","England",1985-11-10,187,80,"Back",1,0,0,1,0,0,0,1,"47704.jpg",0,0.25,2231,"70","UKR",0.4156717,192,0.002141582,1.284314,204,0.01149102,0.125,27.16164,"1"
"1478","angel-di-maria","Ángel Di María","Real Madrid","Spain",1988-02-14,180,70,"Front",8,5,2,1,3,0,0,1,"43864.jpg",0.25,0.25,2073,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,24.89863,"1"
"1479","emir-spahic","Emir Spahić","Sevilla FC","Spain",1980-08-18,185,80,"Back",3,1,1,1,0,1,0,1,"14358.jpg",0.25,0.25,548,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,32.39452,"1"
"1480","ballesteros"," Ballesteros","Levante UD","Spain",1975-09-04,188,90,"Back",5,2,0,3,0,1,0,1,"13934.jpg",0.25,0.25,960,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,37.35342,"1"
"1481","mame-diouf","Mame Diouf","Hannover 96","Germany",1987-12-16,185,79,"Front",3,3,0,0,1,0,0,1,"108445.jpg",1,1,2835,"71","NOR",0.3406061,4949,8.253819e-05,0.6928243,5212,0.0003910534,1,25.06301,"1"
"1482","doni"," Doni","Liverpool FC","England",1979-10-22,194,89,"Goalkeeper",3,2,1,0,0,0,0,1,"39964.jpg",0.25,0.25,2289,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,33.21918,"1"
"1483","matthew-taylor","Matthew Taylor","West Ham United","England",1981-11-27,178,73,"Middle",12,4,4,4,0,2,0,1,"11993.jpg",0.25,0.25,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,31.11781,"1"
"1484","thiago-silva"," Thiago Silva","Paris Saint-Germain","France",1984-09-22,183,79,"Back",2,1,1,0,0,0,0,1,"29391.jpg",0.25,0.25,126,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,28.29589,"1"
"1485","dimitri-payet","Dimitri Payet","Lille OSC","France",1987-03-29,174,70,"Middle",14,4,2,8,3,1,0,1,"42192.jpg",0.5,0.5,1696,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,25.78082,"1"
"1486","naldo_2"," Naldo","VfL Wolfsburg","Germany",1982-09-10,198,89,"Back",21,10,3,8,1,2,0,1,"36629.jpg",0.5,0.75,1811,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.625,30.33151,"1"
"1487","yoann-gourcuff","Yoann Gourcuff","Olympique Lyon","France",1986-07-11,185,79,"Middle",1,0,0,1,0,0,0,1,"17504.jpg",0.25,0,2264,"30","COL",0.3774016,601,0.0007029282,0.5880503,636,0.003578974,0.125,26.49589,"1"
"1488","abdoulwhaid-sissoko","Abdoulwhaid Sissoko","Stade Brest","France",1990-03-20,180,68,"Middle",8,5,0,3,0,1,0,1,"134483.jpg",1,1,2673,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,22.80274,"1"
"1489","marc-planus","Marc Planus","Girondins Bordeaux","France",1982-03-07,183,76,"Back",7,1,4,2,0,2,0,1,"11745.jpg",0.25,0.25,2874,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,30.84384,"1"
"1490","duda_2"," Duda","Málaga CF","Spain",1980-06-27,175,71,"Middle",15,8,2,5,5,2,0,1,"12525.jpg",0.25,0.25,449,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,32.53699,"1"
"1491","younes-belhanda","Younès Belhanda","Montpellier HSC","France",1990-02-25,174,75,"Middle",6,1,0,5,1,1,0,1,"150237.jpg",0.25,0.25,282,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.25,22.86575,"1"
"1492","jens-langeneke","Jens Langeneke","Fortuna Düsseldorf","Germany",1977-03-29,185,78,"Back",2,0,2,0,0,0,0,1,"811.jpg",0.25,0.25,1711,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,35.7863,"1"
"1493","william-gallas","William Gallas","Tottenham Hotspur","England",1977-08-17,181,72,"Back",3,1,2,0,1,0,0,1,"7731.jpg",1,1,1198,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,1,35.4,"1"
"1494","rafael-van-der-vaart","Rafael van der Vaart","Hamburger SV","Germany",1983-02-11,176,74,"Middle",6,4,0,2,2,1,0,1,"5052.jpg",0,0.25,804,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.125,29.90959,"1"
"1495","cacau"," Cacau","VfB Stuttgart","Germany",1981-03-27,178,74,"Front",14,5,1,8,5,3,0,1,"478.jpg",0.75,0.75,2042,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.75,31.78904,"1"
"1496","carl-medjani","Carl Medjani","AC Ajaccio","France",1985-05-15,184,84,"Back",4,1,1,2,1,0,0,1,"13365.jpg",0.5,0.5,2796,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.5,27.65205,"1"
"1497","sergio-garcia"," Sergio García","Espanyol Barcelona","Spain",1983-06-09,174,72,"Front",11,5,3,3,5,1,0,1,"5493.jpg",0.25,0.25,433,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.25,29.5863,"1"
"1498","arda-turan","Arda Turan","Atlético Madrid","Spain",1987-01-30,177,76,"Front",1,0,0,1,0,0,0,1,"30203.jpg",0,0,3042,"76","SVK",0.4299874,139,0.002621864,0.6689655,145,0.01287806,0,25.93973,"1"
"1499","steven-sidwell","Steven Sidwell","Fulham FC","England",1982-12-14,178,70,"Middle",17,8,2,7,3,3,0,1,"29262.jpg",0.25,0.25,1707,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.25,30.07123,"1"
"1500","leon-andreasen","Leon Andreasen","Hannover 96","Germany",1983-04-23,188,81,"Middle",5,1,1,3,2,0,0,1,"21496.jpg",0,0.25,2385,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.125,29.71507,"1"
"1501","adil-rami","Adil Rami","Valencia CF","Spain",1985-12-27,190,88,"Back",2,0,1,1,1,0,0,1,"84412.jpg",0,0.25,3079,"45","SCOT",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,27.03288,"1"
"1502","modibo-maiga","Modibo Maïga","West Ham United","England",1987-09-03,185,76,"Front",3,1,1,1,1,0,0,1,"87806.jpg",0.75,1,2181,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0.875,25.34795,"1"
"1503","zlatan-ibrahimovic","Zlatan Ibrahimović","Paris Saint-Germain","France",1981-10-03,192,84,"Front",19,13,2,4,14,3,0,1,"1274.jpg",0.25,0.25,2176,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,31.26849,"1"
"1504","andrey-arshavin","Andrey Arshavin","Arsenal FC","England",1981-05-29,172,69,"Front",2,1,0,1,0,0,0,1,"9096.jpg",0,0,2867,"71","NOR",0.3406061,4949,8.253819e-05,0.6928243,5212,0.0003910534,0,31.61644,"1"
"1505","matthieu-delpierre","Matthieu Delpierre","1899 Hoffenheim","Germany",1981-04-26,193,86,"Back",16,9,3,4,0,1,0,1,"11549.jpg",0.25,0.25,3099,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,31.70685,"1"
"1506","timothy-chandler","Timothy Chandler","1. FC Nürnberg","Germany",1990-03-29,186,81,"Middle",7,2,3,2,0,0,0,1,"97317.jpg",0.5,0.5,759,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.5,22.77808,"1"
"1507","soufian-benyamina","Soufian Benyamina","VfB Stuttgart","Germany",1990-03-02,189,78,"Front",9,3,3,3,2,1,0,1,"97655.jpg",0.25,0.5,297,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.375,22.85205,"1"
"1508","junior-diaz","Júnior Díaz","1. FSV Mainz 05","Germany",1983-09-12,185,76,"Back",9,2,2,5,0,1,0,1,"22976.jpg",0.5,0.75,2350,"22","POL",0.3699575,1021,0.0004122905,0.8312679,1049,0.002033591,0.625,29.32603,"1"
"1509","damia"," Damiá","CA Osasuna","Spain",1982-04-15,188,79,"Back",1,0,1,0,0,0,0,1,"26881.jpg",0,0,1088,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0,30.73699,"1"
"1510","emre-beloezoglu","Emre Belözoğlu","Atlético Madrid","Spain",1980-09-07,170,68,"Middle",2,1,1,0,0,0,0,1,"1509.jpg",0.25,0.25,1100,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,32.33973,"1"
"1511","asmir-begovic","Asmir Begović","Stoke City","England",1987-06-20,198,83,"Goalkeeper",12,3,5,4,0,0,0,1,"40094.jpg",0,0.25,1214,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0.125,25.55342,"1"
"1512","adrian-mutu","Adrian Mutu","AC Ajaccio","France",1979-01-08,180,74,"Front",6,3,1,2,2,1,0,1,"7863.jpg",0.25,0.25,453,"48","ITA",0.3861742,1761,0.0002319603,0.5298153,1895,0.001091168,0.25,34.00548,"1"
"1513","jamel-saihi","Jamel Saihi","Montpellier HSC","France",1987-01-27,181,69,"Middle",8,2,1,5,0,1,0,1,"124915.jpg",0,0,282,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,25.94795,"1"
"1514","diego-benaglio","Diego Benaglio","VfL Wolfsburg","Germany",1983-09-08,194,89,"Goalkeeper",18,9,5,4,0,0,0,1,"2139.jpg",0.25,0.25,756,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,29.33699,"1"
"1515","cyril-jeunechamp","Cyril Jeunechamp","Montpellier HSC","France",1975-12-18,177,68,"Back",11,5,3,3,0,3,0,1,"11322.jpg",0,0,2961,"7","FRA",0.3346839,2882,0.0001508847,0.336101,3011,0.0005859664,0,37.06575,"1"
"1516","jonny-evans","Jonny Evans","Manchester United","England",1988-01-02,188,77,"Back",9,5,1,3,0,0,0,1,"58815.jpg",0,0,1903,"44","ENGL",0.3266897,44791,9.638669e-06,0.3564456,46916,3.688022e-05,0,25.01644,"1"
"1517","mike-hanke","Mike Hanke","Bor. Mönchengladbach","Germany",1983-11-05,185,85,"Front",15,4,6,5,6,0,0,1,"2119.jpg",0,0,1784,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0,29.17808,"1"
"1518","robin-van-persie","Robin van Persie","Manchester United","England",1983-08-06,183,71,"Front",7,6,1,0,2,0,0,1,"3742.jpg",0.25,0.25,700,"64","NLD",0.35292,5952,7.035825e-05,0.4456788,6121,0.0002685303,0.25,29.4274,"1"
"1519","tim-wiese","Tim Wiese","1899 Hoffenheim","Germany",1981-12-17,193,100,"Goalkeeper",21,13,2,6,0,2,0,1,"986.jpg",0.25,0.25,2902,"8","DEU",0.3366282,7749,5.454025e-05,0.3359669,7974,0.0002250616,0.25,31.06301,"1"
"1520","jonathan-viera"," Jonathan Viera","Valencia CF","Spain",1989-10-21,171,65,"Front",3,0,2,1,0,0,0,1,"172166.jpg",0.25,0.5,274,"3","ESP",0.3698936,1785,0.0002294896,0.5882973,1897,0.001001647,0.375,23.2137,"1"
